JH,RQ,JS 井深,JC 进尺,ZY 钻压,ZS 转速,PL 排量,BYY 泵压,MD 密度,ND 粘度,ZTGF 钻头规范(直径),NBHD,QL10F,HSL 含沙量,CZJSJ 纯钻进时间,QXZSJ 起下钻时间,JDGSJ 接单根时间,HYSJ 划眼时间,HZTSJ 换钻头时间,XHNJSJ 循环泥浆时间,ZTCSSJ,CJSJ,GJSJ 测井时间,SZGSJ,CLNJSJ,SYSJ,FZGZSJ,SGSJ,XLSJ,ZZTGSJ,ZRTGSJ,CLFZSJ,QTSJ,BRZYGZ,PHZ,DC,YXMS,SCGC,CZWT,LXJSYSJ,CY,JY,MT,TF,ZJSD,ZJSS,JHR,ZBR,HBR,SBR,ZTXH,ZTCC,ZTLX,CJ,JG,PZZJ1,PZZJ2,PZZJ3,PZZJ4,PZZJ5,XRJS,QCJS,SZDC,LJJC,LJSJ,ZTXH1,ZTCC1,ZTLX1,CJ1,JG1,PZZJ11,PZZJ21,PZZJ31,PZZJ41,PZZJ51,XRJS1,QCJS1,SZDC1,LJJC1,LJSJ1,ZTBH,ZTBH1,XJ0,XJ1,XJ,SCSJ,FSCSJ,XTGSJ,HNSJ,SYSJ1
连6,1996-03-19,59.81999969,172.1299973,,92,60,10,1.149999976,,375*HP2S,,,0,00:50,,01:20,,,,,,,,,,,,,,,09:50,,接单根配泥浆钻进加重本日21:00-开,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2:10,2:10,9:50,,,
连6,1996-03-20,231.9499969,77.55000305,50,127,60,10,1.220000029,160,375*HP2S,,,,13:35,,02:20,,,,,,,,,,02:05,,,,,06:00,,配浆加重钻进换冲管钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:55,18:00,6:00,,,
连6,1996-03-21,309.5,0,50,127,60,10,1.210000038,160,375*HP2S,,,,06:25,,00:40,,,,,,16:55,,,,,,,,,,,钻进循环钻起钻下套管下钻循环固井起钻装井口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:05,24:00,0:00,,,
连6,1996-03-22,309.5,114.6600037,,,,,,,,,,,,,,,,,,,24:00,,,,,,,,,,,侯凝装井口，整改设备,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,24:00,0:00,,,
连6,1996-03-23,424.1600037,276.7900085,100,127,32,17.5,1.090000033,30,216J22,,,0.300000012,07:10,,01:05,,,,,,15:05,,,,00:40,,,,,,,钻水泥赛下钻传达设计试压钻水泥赛，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
连6,1996-03-24,700.9500122,428.6499634,120,127,32,17.5,1.110000014,31,216J22,,,0.5,12:45,4:45,3:50,,0:30,,,,,,,,0:50,,,,,1:20,,钻进起钻检查钻具，整改电路，起钻环钻头，下钻钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:50,22:40,1:20,,,
连6,1996-03-25,1129.599976,172.8000488,120,127,32,18,1.120000005,42,216J22,,,0.400000006,19:35,,03:45,,,,,,,,,,00:40,,,,,,,钻进，清锥形池，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23:20,24:00,0:00,,,
连6,1996-03-26,1302.400024,95.31994629,120,127,32,18,1.120000005,40,216J22,,,0.400000006,17:50,,03:20,,,,,,,,,,02:50,,,,,,,钻进，换保护接头，单点测斜钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:10,24:00,0:00,,,
连6,1996-03-27,1397.719971,128.3200684,120,127,32,16,1.120000005,41,216J22,,,0.400000006,10:50,9:00,1:35,,0:30,2:00,,,,,,,0:05,,,,,,,循环起钻环钻头，下钻走合钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23:55,24:00,0:00,,,
连6,1996-03-28,1526.040039,17.67993164,120,127,32,16,1.120000005,39,216J22,,,0.300000012,15:05,04:00,01:50,,,01:45,,,,,,,01:20,,,,,,,钻井单点测斜，修气路钻进循环观察，钻进起钻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22:40,24:00,0:00,,,
连6,1996-03-29,1543.719971,56.2800293,50,92,20,3,1.120000005,41,215PQ8-3,,,0.200000003,02:50,17:50,00:10,,,01:30,,,,,,,01:40,,,,,,,起钻接芯筒，下钻循环，取芯钻进起钻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22:20,24:00,0:00,,,
连6,1996-03-30,1600,0,50,92,20,3,1.120000005,41,215PQ8-1/216J22,,0.200000003,06:20,10:10,01:00,,01:00,01:30,,,,,,,04:00,,,,,,,起钻顶芯下钻取芯钻进，起钻换刹带顶芯下钻钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20:00,24:00,0:00,,,,
连6,1996-03-31,1600,0,,,,,,,,,,,,,,,,,24:00,,,,,,,,,,,,循环，短起下，循环起钻测井,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,24:00,0:00,,,,
连6,1996-04-01,1600,0,,,,,,,,,,,,,,,,,08:00,16:00,,,,,,,,,,,测井，下钻，循环，起钻，下套管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,24:00,0:00,,,,
连6,1996-04-02,1600,0,,,,,,,,,,,,,,,,,,24:00,,,,,,,,,,,下套管，固井，侯凝，座井口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,24:00,0:00,,,,
连6,1996-04-03,1600,0,,,,,,,,,,,,,,,,,,12:00,,,,,,,,,,,侯凝，绷钻具，测三洋，21:00完井,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,12:00,0:00,,,,
玉东4,1997-08-09,369.5,0,10,93,58,2,1.039999962,,444X22,,,8:17,,2:43,,,,,,,,,,,,,,,,,整改  钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00,11:00,0:00,,,,
玉东4,1997-08-10,369.5,250.5800171,50,78,58,8,1.059999943,85,444X22,,,2:48,2:00,0:12,,,0:30,,,18:30,,,,,,,,,,,钻进 循环  起钻 下套管 固井 候凝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5:30,24:00,0:00,,,,
玉东4,1997-08-11,620.0800171,947.1399536,30,120,48,9,0,0,241ATM11,,,3:52,,1:18,,,,,,18:40,,,,0:10,,,,,,,候凝  钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5:10,24:00,0:00,,,,
玉东4,1997-08-12,1567.219971,183.7800293,140,120,48,17,1.049999952,19,241ATM11,,0.200000003,19:18,,4:32,,,0:10,,,,,,,,,,,,,,全天钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玉东4,1997-08-13,1751,364.6298828,150,120,48,17,1.090000033,24,241ATM11,,0.200000003,13:14,7:10,0:55,,,1:00,,,,,,,1:41,,0:35,,,,,钻进 循环 起下钻  钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玉东4,1997-08-14,2115.629883,107.3701172,150,93,48,17,1.100000024,24,241ATM11,,0.200000003,20:22,,2:03,,,,,,,,,,1:00,,,,,,,全天 钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玉东4,1997-08-15,2223,184,120,93,48,18,1.149999976,23,241ATM22,,0.200000003,11:54,9:15,0:36,,,1:25,,,,,,,0:50,,,,,,,钻进 循环  起下钻 钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玉东4,1997-08-16,2407,155.1000977,120,93,48,18,1.159999967,25,241ATM22,,0.200000003,22:30,,1:11,,,,,,,,,,0:19,,,,,,,全体钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玉东4,1997-08-17,2562.100098,66.89990234,120,93,48,18,1.159999967,25,241ATM22,,0.200000003,20:42,1:10,0:48,,,0:50,,,,,,,0:30,,,,,,,钻进 循环 起钻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玉东4,1997-08-18,2629,0.800048828,120,93,48,17,1.159999967,27,241ATM22,,0.200000003,11:01,12:15,0:21,,0:10,,,,,,,,0:13,,,,,,,起下钻  循环 起钻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玉东4,1997-08-19,2629.800049,229.6999512,180,93,48,18,1.159999967,24,241ATM22,,0.200000003,8:25,12:43,0:18,,0:10,2:24,,,,,,,,,,,,,,下钻  钻进 循环 起下钻  钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玉东4,1997-08-20,2859.5,86.5,160,93,48,17,1.159999967,31,241ATM22,,0.200000003,22:29,,0:54,,,0:22,,,,,,,0:15,,,,,,,全天钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玉东4,1997-08-21,2946,7.820068359,160,93,48,17,1.159999967,31,241ATM22,,0.200000003,15:25,6:45,0:27,,,1:23,,,,,,,,,,,,,,钻进 循环  起钻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玉东4,1997-08-22,2953.820068,26.17993164,60,78,20,5,1.159999967,31,216PDC,,0.200000003,6:05,16:15,,,,1:40,,,,,,,,,,,,,,起钻 下钻 划眼划眼 钻进起下钻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玉东4,1997-08-23,2980,7.060058594,160,93,48,17,1.220000029,45,241ATM22,,0.200000003,6:12,12:00,0:06,1:25,,1:37,,,,,,,2:40,,,,,,,扩眼 钻进  循环 起下钻 循环,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玉东4,1997-08-24,2987.060059,37.06005859,60,78,20,5.5,1.24000001,35,216PDC,,0.200000003,12:19,9:05,0:06,0:45,,1:45,,,,,,,,,,,,,,循环 取芯 起下钻 扩眼  钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玉东4,1997-08-25,3024.120117,44.87988281,60,78,20,5.5,1.24000001,36,216PDC,,0.200000003,8:47,12:30,0:03,,,2:40,,,,,,,,,,,,,,钻进 循环 起下钻 循环 取芯 起钻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玉东4,1997-08-26,3069,16.5,160,93,48,17,1.24000001,36,241ATM22,,0.200000003,11:52,8:50,0:15,0:55,,1:38,,,,,,,0:30,,,,,,,起下钻 扩眼  钻进 起下钻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玉东4,1997-08-27,3085.5,11.5,6,78,20,6,1.25,35,216PDC,,0.200000003,9:25,11:35,,,,3:00,,,,,,,,,,,,,,下钻 循环取芯 起下钻 循环 取芯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24:01,24:01,0:00,,,,
玉东4,1997-08-28,3097,17.51000977,6,78,20,6,1.25,35,216PDC,,0.200000003,1:42,17:17,0:03,0:50,1:20,2:48,,,,,,,,,,,,,,起下钻 扩眼 钻进 循环起下钻  循环,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玉东4,1997-08-29,3114.51001,84.48999023,140,78,20,6,1.25,35,216PDC,,0.200000003,8:28,13:20,,,,2:12,,,,,,,,,,,,,,循环 取芯 起下钻 取芯 起下钻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玉东4,1997-08-30,3199,51,160,93,48,18,1.25999999,44,241ATM22,,0.200000003,13:03,5:56,0:03,2:34,,,,,,,,,2:24,,,,,,,起下钻 扩眼 钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25:36,28:00,0:00,,,,
玉东4,1997-08-31,3250,0,160,93,48,18,1.25999999,33,241ATM22,,0.200000003,20:45,1:00,0:15,,,2:00,,,,,,,,,,,,,,钻进 循环  拉井壁 起钻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24:00,24:00,0:00,,,,
玉东4,1997-09-01,3250,0,,78,48,17,1.25,34,241ATM22,,0.200000003,,,,,,,,12:00,,,,,,12:00,,,,,,循环 起钻  电测 探电缆鱼头,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,12:00,12:00,,,,
玉东4,1997-09-02,3250,0,,78,50,17,1.25,32,241ATM22,,0.200000003,,,,,,,,6:00,,,,,,18:00,,,,,,打捞电测  下钻  循环  起钻  电测,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,6:00,18:00,,,,
玉东4,1997-09-03,3250,0,,,,,,,,,,,,,,,,,10:00,,,,,,14:00,,,,,,电测 卡电缆 处理事故,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,10:00,14:00,,,,
玉东4,1997-09-04,3250,0,,,,,,,,,,,,,,,,,,,,,,,24:00,,,,,,探电缆鱼头  打捞电测仪器  打捞出电缆  等工具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,0:00,24:00,,,,
玉东4,1997-09-05,3250,0,,,,,,,,,,,,,,,,,,,,,,,24:00,,,,,,等工具 下打捞筒  划眼 卡钻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,0:00,24:00,,,,
玉东4,1997-09-06,3250,0,,,,,,,,,,,,,,,,,,,,,,,24:00,,,,,,等原油  打原油 解卡  循环  起下钻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,0:00,24:00,,,,
玉东4,1997-09-07,3250,0,,,,,,,,,,,,,,,,,,,,,,,24:00,,,,,,处理钻井液  起下钻 循环,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,0:00,35:00,,,,
玉东4,1997-09-08,3250,0,,,,,,,,,,,,,,,,,4:10,,,,,,7:50,,,,11:00,,循环 起钻 电测 通井,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,4:10,7:50,,,,
玉东4,1997-09-09,3250,0,,,,,,,,,,,,,,,,,21:22,,,,,,,,,,2:38,,起钻 电测,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,21:22,0:00,,,,
玉东4,1997-09-10,3250,0,,,,,,,,,,,,,,,,,20:48,4:12,,,,,,,,,,,电测 下钻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,25:00,0:00,,,,
玉东4,1997-09-11,3250,0,,,,,,,,,,,,,,,,,,24:00,,,,,,,,,,,起下钻 下套管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,24:00,0:00,,,,
玉东4,1997-09-12,3250,0,,,,,,,,,,,,,,,,,,24:00,,,,,,,,,,,固井 候凝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,24:00,0:00,,,,
玉东4,1997-09-13,3250,0,,,,,,,,,,,,,,,,,,15:00,,,,,,,,,,,测声幅 完井,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,15:00,0:00,,,,
鲁7,1998-08-21,69.16000366,337.3299866,40,120,60,4,1.120000005,120,444.5xHP2s,,1,9:20,0,2:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,一开钻进。1998.8.21.21：00,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,12:00,12:00,0:00,,,,
鲁7,1998-08-22,406.4899902,27.01000977,50,120.00,60,5,1.139999986,80,444.5xHP2s,,1,20:05,0,3:45,0,0,0,0,0,0,0,0,0,0:10,0,0,0,0,0,,钻进,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,23:50,24:00,0:00,,,,
鲁7,1998-08-23,433.5,0,120,120.00,60,8,1.139999986,64,444.5xHP2s,,0.5,5:10,2:25,0:15,0,0,2:00,0,6:40,6:20,0,0,0,0:25,0,0:45,0,0,0,,钻进、起钻、测井、下套管,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,9:50,23:15,0:45,,,,
鲁7,1998-08-24,433.5,245.5,,,,,,,,,,0,0,0,0,0,0,0,0,24:00,0,0,0,0,0,0,0,0,0,,固井、装井口,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,,24:00,,,,,
鲁7,1998-08-25,679,324.1699829,100,120.00,53,18,1.049999952,26,241mmH517,,0.400000006,10:15,0,2:15,0,0,0,0,0,11:30,0,0,0,0,0,0,0,0,0,,下钻、钻水泥塞、钻进、二开.1998.8.25,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,12:30,24:00,0:00,,,,
鲁7,1998-08-26,1003.169983,344.5800171,160,120,53,18,1.110000014,32,241mmH517,,0.300000012,20:50,0,2:40,0,0,0,0,0,0,0,0,0,0:30,0,0,0,0,0,,钻进,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,23:30,24:00,0:00,,,,
鲁7,1998-08-27,1347.75,143.5500488,160,120.00,53,18,1.110000014,54,241mmH517,,0.300000012,18:40,0:50,3:00,0,0,1:20,0,0:10,0,0,0,0,0,0,0,0,0,0,,钻进，循环泥浆,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,23:50,24:00,0:00,,,,
鲁7,1998-08-28,1491.300049,354.4199219,160,120.00,32,18,1.120000005,41,241mmH517,,0.300000012,10:45,10:00,1:15,0,0,1:00,0,0,0,0,0,0,1:00,0,0,0,0,0,,钻进，循环泥浆,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,23:00,24:00,0:00,,,,
鲁7,1998-08-29,1845.719971,138.2800293,160,120.00,32,18,1.129999995,44,241mmH517,,0.300000012,19:45,0,3:15,0,0,0,0,0,0,0,0,0,1:00,0,0,0,0,0,,钻进,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,23:00,24:00,0:00,,,,
鲁7,1998-08-30,1984,160.9399414,180,120.00,32,18,1.149999976,35,241mmH517,,0.300000012,9:10,10:45,1:15,0,0:15,2:20,0,0,0,0,0,0,0:15,0,0,0,0,0,,钻进、起钻、下钻,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,23:45,24:00,0:00,,,,
鲁7,1998-08-31,2144.939941,146,160,120.00,32,18,1.159999967,85,241mmH517,,0.300000012,17:25,2:00,1:25,0,0,3:10,0,0,0,0,0,0,0,0,0,0,0,0,,下钻、钻进,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,24:00,24:00,0:00,,,,
鲁7,1998-09-01,2290.939941,98.36010742,160,120.00,32,18,1.190000057,56,241mmH517,,0.300000012,20:00,0,1:20,0,0,2:10,0,0,0,0,0,0,0:30,0,0,0,0,0,,钻进,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,23:30,24:00,0:00,,,,
鲁7,1998-09-02,2389.300049,71.5,180,120.00,32,18,1.200000048,55,241mmH517,,0.300000012,9:40,9:50,0:50,0,0:10,3:00,0,0,0,0,0,0,0:30,0,0,0,0,0,,钻进,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,23:30,24:00,0:00,,,,
鲁7,1998-09-03,2460.800049,19.19995117,180,60,32,18,1.24000001,55,241mmH517,,0.300000012,11:50,5:10,0:40,0,0,6:00,0,0,0,0,0,0,0:20,0,0,0,0,0,,钻进、起下钻、循环泥浆,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,23:40,24:00,0:00,,,,
鲁7,1998-09-04,2480,60.42993164,60,60.00,20,6,1.24000001,55,216PQ8-2,,0.300000012,3:40,15:40,0:10,1:00,0,1:30,0,0,0,0,0,0,2:00,0,0,0,0,0,,起下钻、取芯钻进,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,22:00,24:00,0:00,,,,
鲁7,1998-09-05,2540.429932,52.76000977,180,60.00,32,18,1.24000001,55,241mmH517,,0.300000012,9:40,9:00,0:30,0,0,4:20,0,0,0,0,0,0,0:30,0,0,0,0,0,,钻进、起下钻、取芯钻进、地面循环,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,23:30,24:00,0:00,,,,
鲁7,1998-09-06,2593.189941,82.81005859,180,60.00,32,18,1.24000001,51,241mmH517,,0.300000012,10:35,10:00,0:25,0:50,0:20,1:10,0,0,0,0,0,0,0:40,0,0,0,0,0,,取芯钻进、起钻、顶芯、下钻、钻进,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,23:20,24:00,0:00,,,,
鲁7,1998-09-07,2676,69,180,60.00,32,18,1.24000001,45,241mmH517,,0.300000012,10:20,8:10,0:40,0,0,4:20,0,0,0,0,0,0,0:30,0,0,0,0,0,,钻进、起下钻,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,23:30,24:00,0:00,,,,
鲁7,1998-09-08,2745,5,180,60.00,32,18,1.24000001,44,PQ8-2/H517,,0.300000012,9:55,10:30,0:35,0:30,0,1:30,0,0,0,0,0,0,1:00,0,0,0,0,0,,取芯钻进、起下钻、钻进,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,23:00,24:00,0:00,,,,
鲁7,1998-09-09,2750,0,180,60.00,32,18,1.24000001,42,241mmH517,,0.300000012,1:30,5:00,0,0,0,2:00,0,15:30,0,0,0,0,0,0,0,0,0,0,,钻进、起钻、测井,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,8:30,24:00,0:00,,,,
鲁7,1998-09-10,2750,0,,,,,,,,,,0,0,0,0,0,0,0,24:00,0,0,0,0,0,0,0,0,0,0,,测井,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,0:00,24:00,0:00,,,,
鲁7,1998-09-11,2750,0,,,,,,,,,,0,0,0,0,0,0,0,7:00,0,0,0,0,0,0,0,17:00,0,0,,测井、等指令,,地层,岩性,,,0:0,0,0,0,0,0,0,计划,值班,毛礼,收报人,1,444,P2,,,22,22,22,0.00,0.00,0,202,,202.00,5:00,2,311,HA517G,,,22,22,22,0.00,0.00,0,202,,380.00,0.00,1,12041,,,0:00,7:00,17:00,,,,
