JH,RQ,JS 井深,JC 进尺,ZY 钻压,ZS 转速,PL 排量,BYY 泵压,MD 密度,ND 粘度,ZTGF 钻头规范(直径),NBHD,QL10F,HSL 含沙量,CZJSJ 纯钻进时间,QXZSJ 起下钻时间,JDGSJ 接单根时间,HYSJ 划眼时间,HZTSJ 换钻头时间,XHNJSJ 循环泥浆时间,ZTCSSJ,CJSJ,GJSJ 测井时间,SZGSJ,CLNJSJ,SYSJ,FZGZSJ,SGSJ,XLSJ,ZZTGSJ,ZRTGSJ,CLFZSJ,QTSJ,BRZYGZ,PHZ,DC,YXMS,SCGC,CZWT,LXJSYSJ,CY,JY,MT,TF,ZJSD,ZJSS,JHR,ZBR,HBR,SBR,ZTXH,ZTCC,ZTLX,CJ,JG,PZZJ1,PZZJ2,PZZJ3,PZZJ4,PZZJ5,XRJS,QCJS,SZDC,LJJC,LJSJ,ZTXH1,ZTCC1,ZTLX1,CJ1,JG1,PZZJ11,PZZJ21,PZZJ31,PZZJ41,PZZJ51,XRJS1,QCJS1,SZDC1,LJJC1,LJSJ1,ZTBH,ZTBH1,XJ0,XJ1,XJ,SCSJ,FSCSJ,XTGSJ,HNSJ,SYSJ1
巴21,1992-10-04,2081.110107,13.88989258,,,,,,,214.4mm PDC,,,2:45,18:45,0:15,,,0:40,,,,,,,1:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22:25,24:00,0:00,,,,
巴21,1992-10-05,2095,33.40991211,,,,,,,214.4mm PDC,,,8:20,12:20,,,,2:10,,,,,,,1:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22:50,24:00,0:00,,,,
巴21,1992-10-06,2128.409912,11.59008789,150,117,38,18,1.269999981,48,216mm  J22,,0.200000003,10:07,9:20,0:19,0:24,,,,,,,,,3:50,,,,,,,"4:20起钻,6:30通心,11:30下钻,11:50扩眼,14:20钻进,16:00换冲管,24:00钻进.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20:10,24:00,0:00,,,,
巴21,1992-10-07,2140,-2140,180,117,38,18,1.289999962,37,216mm  J22,,0.200000003,6:54,5:00,0:12,0:04,,5:10,,5:00,,,,,1:40,,,,,,,"7:10钻进,9:00循环,10:40拉井壁,14:00循环,19:00起钻,24:00电测.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:20,24:00,0:00,,,,
巴21,1992-10-08,0,2159.100098,0,,0,0,1.279999971,34,,,0.200000003,,,,,,,,24:00,,,,,,,,,,,,24:00电测.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,24:00,0:00,,,,
巴21,1992-10-09,2159.100098,5.899902344,170,117,38,18,0,0,216mm  J22,,0.200000003,6:44,3:40,0:12,0:04,,0:20,,4:00,,,,,,,,9:00,,,,"9:00等井壁取心,13:00井壁取心,16:40下钻,17:00循环,24:00钻进.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00,15:00,9:00,,,,
巴21,1992-10-10,2165,-2165,170,117,38,18,1.279999971,46,216mm  J22,,0.200000003,3:00,6:30,,,,3:00,,4:40,,,,,,,,6:50,,,,"3:00钻进,6:00循环,12:30起钻,14:00等电测,18:40测RFT,24:00等电测通知.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30,17:10,6:50,,,,
巴21,1992-10-11,0,0,0,,0,0,1.279999971,42,,,0.200000003,,9:30,,,,4:00,,,8:30,,,,1:00,,,1:00,,,,"1:00等通知,5:20下钻,9:20循环,14:30起钻,15:30准备,24:00下管套.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:30,23:00,1:00,,,,
巴21,1992-10-12,0,0,0,,0,0,1.279999971,50,,,0.200000003,,,,,,,,,24:00,,,,,,,,,,,"3:40下管套,11:00循环,12:30固井,24:00候凝.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,24:00,0:00,,,,
巴21,1992-10-13,0,220,0,,0,0,1.279999971,35,,,0.200000003,,,,,,,,9:00,15:00,,,,,,,,,,,"15:00候凝,24:00测声幅.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:00,24:00,0:00,,,,
巴22,1992-7-27,220,0,,,,,,,,,0,,,,,,,,,12:50,,,,3:30,,,7:40,,,,准备下套管，下套管，等固井，固井，候凝，搞井口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0:00,16:20,7:40,,,,
巴22,1992-7-28,220,109.0700073,,,,,,,311mmJ11,,0,,,,,,,,,,,,,5:30,,,18:30,,,,等封井口，安装，等装管线，打水泥帽子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0:00,5:30,18:30,,,,
巴22,1992-7-29,329.0700073,256.539978,150,117,55,12,1.039999962,21,311mmJ11,,0.200000003,12:05,6:30,0:55,,,,,,,,,,4:30,,,,,,,装管线，试压，下钻，洗井，18：00二开钻进，检查电路，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,19:30,24:00,0:00,,,,
巴22,1992-7-30,585.6099854,23.39001465,180,117,55,18,1.129999995,26,311mmJ11,,0.200000003,14:50,2:25,1:55,,,1:05,,,,,,,2:25,,1:20,,,,,钻进，换链条，保养钻机，钻进，拉井壁，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,20:15,22:40,1:20,,,,
巴22,1992-7-31,609,98.25,50,117,55,13,1.289999962,27,311mmJ11,,0.300000012,10:50,7:20,0:20,,0:30,2:10,,,,,,,2:50,,,,,,,钻进，起钻，下钻，循环，活动牙轮，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,21:10,24:00,0:00,,,,
巴22,1992-8-01,707.25,36.14001465,250,117,55,16,1.279999971,32,311.mmJ22,,0.400000006,17:40,,1:15,,,,,2:40,,,,,2:25,,,,,,,钻进，测斜，钻进，换冲管，换1号泵活塞，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,18:55,24:00,0:00,,,,
巴22,1992-8-02,743.3900146,17.34997559,50,73,55,16,1.350000024,47,311.mmJ22,,0.200000003,18:10,,0:25,,,,,0:25,,,,,5:00,,,,,,,钻进，测斜，换活塞 ，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,18:35,24:00,0:00,,,,
巴22,1992-8-03,760.7399902,26.26000977,50,73,55,18,1.350000024,40,311.mmJ22,,0.300000012,10:45,5:30,0:15,,0:20,1:00,,1:00,,,,,,,1:20,,,3:50,,钻进，吊测，钻进，循环，起钻，下钻，划眼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,17:50,18:50,5:10,,,,
巴22,1992-8-04,787,86.57000732,70,73,50,15,1.389999986,45,311.mmJ22,,0.300000012,13:40,,0:30,,,,,,,,,,2:30,,,,,7:20,,划眼，检查气路，划眼，钻进，换凡尔体，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,14:10,16:40,7:20,,,,
巴22,1992-8-05,873.5700073,91.42999268,50,117,55,17,1.389999986,83,311.mmJ22,,0.300000012,19:15,,0:55,,,,,2:40,,,,,0:10,,1:00,,,,,钻进，测斜，机修，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,20:10,23:00,1:00,,,,
巴22,1992-8-06,965,39.65002441,250,117,55,18,1.389999986,46,311.mmJ22,,0.200000003,19:40,,0:55,,,,,2:05,,,,,,,1:20,,,,,钻进，机修，钻进，测斜，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,20:35,22:40,1:20,,,,
巴22,1992-8-07,1004.650024,90.78991699,250,73,55,18,1.389999986,45,311.mmJ22,,0.300000012,12:55,7:10,0:30,,,1:00,,,,,,,2:25,,,,,,,钻进，循环 ，起钻，下钻，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,21:35,24:00,0:00,,,,
巴22,1992-8-08,1095.439941,80.56005859,250,117,55,18,1.370000005,48,311.mmJ22,,0.300000012,19:20,,1:05,,,,,1:00,,,,,1:20,,1:15,,,,,钻进，机修，钻进，换凡尔体钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,20:25,22:45,1:15,,,,
巴22,1992-8-09,1176,33.5,250,117,55,18,1.360000014,51,311.mmJ22,,0.300000012,20:05,,1:05,,,,,0:40,,,,,1:10,,1:00,,,,,换活塞，钻进，修2号泵，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,21:10,23:00,1:00,,,,
巴22,1992-8-10,1209.5,10.5,50,117,55,17,1.350000024,48,311.mmJ22 216mmJ22,,0.200000003,11:50,9:10,0:20,,,1:50,,,,,,,0:10,,0:40,,,,,钻进，循环 ，起下钻，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,23:10,23:20,0:40,,,,
巴22,1992-8-11,1220,0,50,117,55,18,1.350000024,42,216mmJ22,,0.300000012,6:35,3:00,0:10,,,1:30,,12:00,,,,,0:15,,,0:30,,,,钻进，循环 ，起钻，电测,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,11:15,23:30,0:30,,,,
巴22,1992-8-12,1220,0,,,55,12,1.350000024,42,216mmJ22,,0.300000012,,,,,,,,6:30,16:30,,,,1:00,,,,,,,电测，下钻通井，起钻，下套管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0:00,24:00,0:00,,,,
巴22,1992-8-13,1220,0,,,,,1.350000024,45,,,0.300000012,,,,,,,,,20:00,,,,,,,4:00,,,,下套管，循环 ，等固井，固井，候凝，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0:00,20:00,4:00,,,,
巴22,1992-8-14,1220,0,,,,,,,,,0,,,,,,,,,24:00,,,,,,,,,,,搞井口，候凝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0:00,24:00,0:00,,,,
巴22,1992-8-15,1220,0,,,,,,,,,0,,,,,,,,,24:00,,,,,,,,,,,候凝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0:00,24:00,0:00,,,,
巴22,1992-8-16,1220,72,,,,,1.039999962,21,,,0,,,,,,,,2:30,17:00,,,,4:30,,,,,,,候凝，电测，下钻，扫水泥塞，洗井，处理泥浆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0:00,24:00,0:00,,,,
巴22,1992-8-17,1292,50.73999023,50,117,55,16,1.350000024,31,216mmJ22,,0.400000006,19:15,,0:50,,,,,0:40,,,,,0:45,,2:30,,,,,钻进，修井口，钻进，测斜，钻进，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,20:05,21:30,2:30,,,,
巴22,1992-8-18,1342.73999,73.75,50,117,45,17,1.340000033,60,216mmJ22,,0.300000012,21:35,,0:35,,,,,1:40,,,,,0:10,,,,,,,钻进，测斜，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,22:10,24:00,0:00,,,,
巴22,1992-8-19,1416.48999,87.22998047,200,73,45,16,1.350000024,45,216mmJ22,,0.300000012,12:25,8:10,0:55,,,1:00,,1:00,,,,,0:30,,,,,,,钻进，测斜，钻进，循环，起钻，下钻，循环 ，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,22:30,24:00,0:00,,,,
巴22,1992-8-20,1503.719971,23.2800293,200,117,45,16,1.340000033,39,216mmJ22,,0.300000012,11:15,3:30,1:05,,,0:40,,,,,,,2:30,,0:30,,,4:30,,钻进，保养，钻进，地质观察，循环 起钻，电测迂阻，下钻通井，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,16:30,19:00,5:00,,,,
巴22,1992-8-21,1527,116.6600342,200,117,45,16,1.340000033,39,216mmJ22,,0.300000012,7:00,4:00,0:30,,0:30,,,2:00,,,,,,,0:30,,,9:30,,下钻，循环泥浆，起钻，测井，下钻，钻进（对比电测）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,12:00,14:00,10:00,,,,
巴22,1992-8-22,1643.660034,6.779907227,200,117,45,18,1.350000024,35,216mmJ22,,0.200000003,20:10,,0:45,,,1:00,,0:50,,,,,1:15,,,,,,,钻进，测斜，钻进，循环泥浆，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,21:55,24:00,0:00,,,,
巴22,1992-8-23,1650.439941,8,80,117,45,18,1.350000024,31,216mmJ22,,0.300000012,13:00,8:30,,,0:30,1:40,,,,,,,0:20,,,,,,,循环泥浆，起钻，下钻，钻进，循环泥浆，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,23:40,24:00,0:00,,,,
巴22,1992-8-24,1658.439941,9.370117188,80,73,45,10,1.350000024,32,216mm金取,,0.300000012,12:00,8:30,,,0:30,1:30,,,,,,,1:30,,,,,,,循环泥浆，起钻，保养，下钻，取心钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,22:30,24:00,0:00,,,,
巴22,1992-8-25,1667.810059,9,80,73,45,12,1.350000024,31,217mm金取,,0.300000012,8:15,11:10,,,,1:50,,,,,,,2:45,,,,,,,取心钻进，割心，起钻，出心，下钻，取心钻进，割心，起钻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,21:15,24:00,0:00,,,,
巴22,1992-8-26,1676.810059,8.929931641,80,117,45,13,1.350000024,30,218mm金取,,0.300000012,8:30,11:30,,,,0:30,,,,,,,3:30,,,,,,,起钻，出心下钻，循环泥浆，取心钻进，起钻，出心，下钻，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,20:30,24:00,0:00,,,,
巴22,1992-8-27,1685.73999,14.92004395,80,73,45,10,1.350000024,32,219mm金取,,0.300000012,10:40,9:00,,,,2:50,,,,,,,1:30,,,,,,,下钻，取心钻进，起钻，取心钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,22:30,24:00,0:00,,,,
巴22,1992-8-28,1700.660034,44.33996582,50,117,45,12,1.350000024,32,216mmJ22,,0.300000012,13:50,8:00,,,,0:40,,,,,,,1:30,,,,,,,取心钻进，起钻，出心，下钻，活动牙轮，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,22:30,24:00,0:00,,,,
巴22,1992-8-29,1745,3,30,117,45,16,1.340000033,29,216mmJ22,,0.300000012,22:25,,0:25,,,0:15,,0:45,,,,,0:10,,,,,,,钻进，循环泥浆，测斜，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,23:05,24:00,0:00,,,,
巴22,1992-8-30,1748,28.80004883,30,117,45,12,1.330000043,30,216mmJ22,,0.200000003,14:10,7:50,,,0:30,0:30,,1:00,,,,,,,,,,,,钻进，测斜，起钻，下钻，循环泥浆，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,23:00,24:00,0:00,,,,
巴22,1992-8-31,1776.800049,12.7199707,30,117,45,19,1.350000024,29,216mmB22M,,0.200000003,22:45,,0:25,,,,,,,,,,0:50,,,,,,,钻进，保养钻机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,23:10,24:00,0:00,,,,
巴22,1992-9-01,1789.52002,19.47998047,30,117,45,12,1.350000024,34,216mmB22M,,0.300000012,10:40,7:25,0:10,,,,,1:15,,,,,4:30,,,,,,,钻进，测斜，起钻，下钻，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,18:15,24:00,0:00,,,,
巴22,1992-9-02,1809,15,30,117,45,18,1.330000043,41,216mmB22M,,0.300000012,23:00,,0:15,,,,,,,,,,0:45,,,,,,,钻进，保养，钻进。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,23:15,24:00,0:00,,,,
巴22,1992-9-03,1824,95.75,220,117,45,15,1.350000024,46,216mmJ22,,0.300000012,13:30,8:00,0:20,,,1:00,,0:50,,,,,0:20,,,,,,,钻进，测斜，起钻下钻，钻进，活动牙轮，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,22:50,24:00,0:00,,,,
巴22,1992-9-04,1919.75,89.54003906,220,117,45,17,1.350000024,40,216mmJ22,,0.300000012,21:40,,1:00,,,,,0:50,,,,,0:30,,,,,,,钻进，测斜，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,22:40,24:00,0:00,,,,
巴22,1992-9-05,2009.290039,94.31005859,220,117,45,18,1.350000024,42,216mmJ22,,0.300000012,20:50,,1:15,,,,,1:30,,,,,0:25,,,,,,,钻进，测斜，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,22:05,24:00,0:00,,,,
巴22,1992-9-06,2103.600098,44.97998047,220,117,45,18,1.289999962,38,216mmJ22,,0.200000003,22:30,,1:10,,,,,,,,,,0:20,,,,,,,保养钻机，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,23:40,24:00,0:00,,,,
巴22,1992-9-07,2148.580078,88.55981445,220,117,45,16,1.289999962,39,216mmJ22,,0.200000003,11:45,7:35,0:20,,,0:30,,1:20,,,,,,,2:30,,,,,钻进，起钻下钻，循环泥浆，活动牙轮，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,20:10,21:30,2:30,,,,
巴22,1992-9-08,2237.139893,58.33007813,220,117,45,16,1.289999962,35,216mmJ22,,0.200000003,20:20,,1:20,,,,,,,,,,1:40,,0:40,,,,,钻进，保养钻机，钻进，修管线，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,21:40,23:20,0:40,,,,
巴22,1992-9-09,2295.469971,68.72998047,220,117,45,1,1.299999952,29,216mmJ22,,0.300000012,14:05,,0:50,,,,,,,,,,5:50,,3:15,,,,,钻进，气测，修仪器，机房修理，保养，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,14:55,20:45,3:15,,,,
巴22,1992-9-10,2364.199951,4.800048828,220,117,45,18,1.309999943,41,216mmJ22,,0.200000003,22:40,,0:45,,,,,,,,,,0:35,,,,,,,钻进，保养，钻进,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,23:25,24:00,0:00,,,,
巴22,1992-9-11,2369,0,200,117,45,18,1.309999943,41,216mmJ22,,0.200000003,1:50,6:00,,,,2:00,,6:10,,,,,8:00,,,,,,,地质观察，钻进，测斜，拉井壁，起钻，电测，5：00完钻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,9:50,24:00,0:00,,,,
巴22,1992-9-12,2369,0,,,,,,,,,,,,,,,,,23:30,,,,,0:30,,,,,,,电测，井壁取心，准备通井，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0:00,24:00,0:00,,,,
巴22,1992-9-13,2369,0,,,45,9,1.320000052,58,216mmJ22,,,0.200000003,,,,,,,,,18:00,,,,6:00,,,,,,,下钻通井，循环起钻，搞井口，下套管，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0:00,24:00,0:00,,,
巴22,1992-9-14,2369,0,,,,,1.309999943,46,,,,0.200000003,,,,,,,,,23:00,,,,,,,1:00,,,,下套管，循环，等固井，固井，候凝，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0:00,23:00,1:00,,,
巴22,1992-9-15,2369,0,,,,,,,,,,,,,,,,,,,8:00,,,,,,,16:00,,,,候凝，等电测声幅，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0:00,8:00,16:00,,,
巴22,1992-9-16,2369,,,,,,,,,,,,,,,,,,,,5:00,,,,,,,1:00,,,,等电测声幅，测声幅，15：00完井,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.25,,,,,,,,,,,,,,,,,,,,0:00,5:00,1:00,,,
巴21,1992-07-26,49,,30,67,63,5,1.059999943,180,445.5mm P3,,,0.300000012,10:18,,2:40,,,4:52,,,,,,,3:40,,,,,,,"2:30一开,5:00钻进,8:00整改,24:00钻进.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:50,21:30,0:00,,,
巴21,1992-07-27,73,,30,67,63,12,1.110000014,180,444.5mm X22,,,0.300000012,8:18,3:30,0:57,,0:30,3:45,,,,,,,7:00,,,,,,,"8:05钻进,10:30接链条,13:00钻进,14:00循环,16:34起钻,22:30辅助,24:00下钻.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:00,24:00,0:00,,,
